Time (ps),Backbone
0.0,2.8268475963330818e-06
20.0,0.49004224455860645
40.0,0.4912400400839215
60.0,0.5065998365214088
80.0,0.501931199245424
100.0,0.5042678670286067
120.0,0.5030458200458441
140.0,0.5010486903752551
160.0,0.5017980551591065
180.0,0.492055549448778
200.0,0.4923946969132644
220.0,0.508091745499279
240.0,0.5160807650595417
260.0,0.5205976211097378
280.0,0.5056182281365774
300.0,0.5111509380530976
320.0,0.5041818193754568
340.0,0.5287023940697378
360.0,0.5253215424524956
380.0,0.5096654284274503
400.0,0.5333444983127723
420.0,0.5151240063132061
440.0,0.5354369697359282
460.0,0.522517358890858
480.0,0.519667815225179
500.0,0.5502204493010195
520.0,0.538947432396303
540.0,0.5410262708695246
560.0,0.539435703008303
580.0,0.5174073301230939
600.0,0.5404332001428941
620.0,0.5365317763725521
640.0,0.5495962165629324
660.0,0.5200433213274763
680.0,0.5358020382045015
700.0,0.5460961111846906
720.0,0.5420592902911373
740.0,0.5261888337806199
760.0,0.5394437973553351
780.0,0.5228065607911526
800.0,0.5420064473346786
820.0,0.5313899115765495
840.0,0.5367018189042653
860.0,0.5370610641734924
880.0,0.5244737618418741
900.0,0.515748922244003
920.0,0.5242620015884948
940.0,0.5284205333120586
960.0,0.5482623981572494
980.0,0.553513931494569
1000.0,0.5346326905363517
1020.0,0.5421184354712296
1040.0,0.5198438223827571
1060.0,0.5389518577877948
1080.0,0.5290747049816097
1100.0,0.5118243849413217
1120.0,0.5446663491003585
1140.0,0.5353526308093726
1160.0,0.5500984447864811
1180.0,0.5132001813900351
1200.0,0.5472335529342778
1220.0,0.5550481527030828
1240.0,0.534983302420614
1260.0,0.5265142892312492
1280.0,0.5287191906795076
1300.0,0.5233575600474929
1320.0,0.5473572055458464
1340.0,0.5379384822771534
1360.0,0.5531100418591555
1380.0,0.5461884731404146
1400.0,0.5564019285643893
1420.0,0.5452747893229534
1440.0,0.5540889612025853
1460.0,0.5229251137792037
1480.0,0.5357254895112395
1500.0,0.5586153197806241
1520.0,0.551837041131209
1540.0,0.5681603052465893
1560.0,0.5600337581767555
1580.0,0.5572373941318094
1600.0,0.5418122787803191
1620.0,0.5461525264844322
1640.0,0.5474038918127067
1660.0,0.553976223423547
1680.0,0.5283512288208626
1700.0,0.5589231832025382
1720.0,0.55252903578034
1740.0,0.5497483796670143
1760.0,0.5407138304208893
1780.0,0.5425068189946393
1800.0,0.5516842344355485
1820.0,0.5469794872033541
1840.0,0.5549897165900455
1860.0,0.5613897721813935
1880.0,0.5320840937286713
1900.0,0.5536813233522543
1920.0,0.5815310501548282
1940.0,0.5485887542649511
1960.0,0.5408278670586075
1980.0,0.5276593540009971
2000.0,0.5509368737076425
2020.0,0.5409432127771503
2040.0,0.567769378750459
2060.0,0.5361958100954705
2080.0,0.555927117963242
2100.0,0.5524130428574437
2120.0,0.5577744952051683
2140.0,0.5552929710621449
2160.0,0.5501120279024508
2180.0,0.5480553087528373
2200.0,0.5394009873037664
2220.0,0.5565873098540378
2240.0,0.5404931754158724
2260.0,0.5391703434483648
2280.0,0.54063172723333
2300.0,0.5516080946721935
2320.0,0.5421182275012572
2340.0,0.5482941518773362
2360.0,0.5679951938121659
