Time (ps),Backbone
0.0,2.334192579822954e-06
20.0,0.487286344511328
40.0,0.47159406974969814
60.0,0.4715423634986114
80.0,0.46606754533884515
100.0,0.4862986154478514
120.0,0.501350364460038
140.0,0.5009800849400823
160.0,0.4829435063340512
180.0,0.5001505744974177
200.0,0.48224759142564533
220.0,0.48538198436069513
240.0,0.46926362247890774
260.0,0.4709681206430921
280.0,0.5035053509933559
300.0,0.47950864034614327
320.0,0.49055433123140824
340.0,0.5035697612240067
360.0,0.4833038005739823
380.0,0.47345636283977843
400.0,0.502973897199729
420.0,0.4951396115046412
440.0,0.477161447777319
460.0,0.4942356911707363
480.0,0.4855059585148185
500.0,0.506288756894487
520.0,0.5225225350557118
540.0,0.4846983880627846
560.0,0.49689227796076796
580.0,0.49434325701495985
600.0,0.49639658426383065
620.0,0.49579495180611777
640.0,0.5125781466570201
660.0,0.502359921032373
680.0,0.5105189957095675
700.0,0.48409751669561607
720.0,0.5227038809949314
740.0,0.4994571641694269
760.0,0.4969425079507294
780.0,0.5004087391738121
800.0,0.49920970294810446
820.0,0.505746790047921
840.0,0.5036095495300041
860.0,0.5144455969229711
880.0,0.5130453134192917
900.0,0.49264620036670936
920.0,0.4991662844982343
940.0,0.5156472920226393
960.0,0.5182172991283642
980.0,0.5129139532020649
1000.0,0.5112784177571483
1020.0,0.5037540915398636
1040.0,0.5159524867445601
1060.0,0.48737577294064505
1080.0,0.5170422175316719
1100.0,0.5092236030119439
1120.0,0.49483518086392164
1140.0,0.5110263156747433
1160.0,0.5201465446092937
1180.0,0.5219856377780354
1200.0,0.507852839957179
1220.0,0.5126809830778253
1240.0,0.5066583233323569
1260.0,0.49595089495160183
1280.0,0.48524835802198135
1300.0,0.522242310257186
1320.0,0.5046471413802714
1340.0,0.5151325277499607
1360.0,0.5063171237482263
1380.0,0.5192549378335857
1400.0,0.5028125847750654
1420.0,0.5159138861910195
1440.0,0.525555397453924
1460.0,0.4963635220784152
1480.0,0.5080975200572154
1500.0,0.5236329162021889
1520.0,0.5044022816815593
1540.0,0.527483860187329
1560.0,0.5217370862497885
1580.0,0.5143230851288093
1600.0,0.5223509277202648
1620.0,0.490685438567633
1640.0,0.4971521045895901
1660.0,0.49510672342022344
1680.0,0.5217301460250084
1700.0,0.4934814261892897
1720.0,0.49878895733755196
1740.0,0.5318230460137738
1760.0,0.5053331838405193
1780.0,0.5269246831059226
1800.0,0.5021679418583532
1820.0,0.5210698464738847
1840.0,0.4921619745164919
1860.0,0.522631376136613
1880.0,0.5159191661549322
1900.0,0.5267819349506624
1920.0,0.5261214414257983
1940.0,0.5042282110660671
1960.0,0.5198464775451047
1980.0,0.5206146611488452
2000.0,0.5262679033252289
2020.0,0.509687754850815
2040.0,0.5268663544380121
2060.0,0.5147444301469019
2080.0,0.534925072685325
2100.0,0.5294597762342255
2120.0,0.5146565475379522
2140.0,0.5359541440925678
2160.0,0.5280458303159099
2180.0,0.5311308450483818
2200.0,0.5264625542941096
2220.0,0.5332279995073028
2240.0,0.5192850319163077
2260.0,0.5417070527460291
2280.0,0.5218396339329077
2300.0,0.5279740037639759
2320.0,0.5143296625058198
2340.0,0.5181458061358252
2360.0,0.5247043612440951
2380.0,0.5348155705069065
2400.0,0.5224555131848061
2420.0,0.5003850670992502
2440.0,0.5224417775536395
2460.0,0.5084119056465577
2480.0,0.49770503174439495
2500.0,0.533650376952456
2520.0,0.5126337091349974
2540.0,0.5337852569483815
2560.0,0.5028304469701688
2580.0,0.5437759839237407
2600.0,0.539463356487579
2620.0,0.510555573321766
2640.0,0.5317984006970625
2660.0,0.5378152670315446
2680.0,0.5236758801596254
2700.0,0.5261628053681571
2720.0,0.5380722562304798
2740.0,0.5344785866377852
2760.0,0.5439049415532538
2780.0,0.5103198793559383
2800.0,0.5375009918095589
2820.0,0.5301778192583894
