Time (ps),EKTOT
10022.0,95421.4922
10024.0,95904.9453
10026.0,95776.1953
10028.0,95965.3984
10030.0,95968.4062
10032.0,95745.7969
10034.0,95666.7812
10036.0,95531.6328
10038.0,95531.4609
10040.0,95594.9297
10042.0,95990.6875
10044.0,95774.3906
10046.0,94956.5547
10048.0,95875.2578
10050.0,95167.2031
10052.0,95228.0156
10054.0,95760.2344
10056.0,95322.5625
10058.0,96104.625
10060.0,95646.7422
10062.0,95686.2422
10064.0,95703.8594
10066.0,95890.6094
10068.0,95143.375
10070.0,95380.9688
10072.0,95630.3984
10074.0,95486.5781
10076.0,95696.3125
10078.0,95810.3516
10080.0,95736.0234
10082.0,96242.0312
10084.0,95541.4375
10086.0,95721.7109
10088.0,95209.1953
10090.0,96041.9062
10092.0,96129.3906
10094.0,95439.2344
10096.0,95569.4766
10098.0,95875.2812
10100.0,95942.375
10102.0,95606.7734
10104.0,95533.9141
10106.0,95617.6875
10108.0,95333.3984
10110.0,95925.1562
10112.0,95228.9297
10114.0,95515.6406
10116.0,95361.5938
10118.0,95907.1562
10120.0,95686.5391
10122.0,95829.3906
10124.0,96178.0312
10126.0,95790.1953
10128.0,96100.6562
10130.0,95205.3672
10132.0,95504.5469
10134.0,95496.6719
10136.0,95442.125
10138.0,95553.4609
10140.0,95728.5234
10142.0,95596.1406
10144.0,95834.1719
10146.0,95276.0312
10148.0,95636.1328
10150.0,95900.0547
10152.0,95156.875
10154.0,95807.0625
10156.0,95472.375
10158.0,95254.2578
10160.0,95900.625
10162.0,95912.7734
10164.0,95764.0547
10166.0,95730.1797
10168.0,95328.1562
10170.0,95610.4219
10172.0,95661.8984
10174.0,95472.6406
10176.0,95734.7891
10178.0,95766.1328
10180.0,94981.375
10182.0,95755.0234
10184.0,95524.8047
10186.0,95680.8594
10188.0,95703.1953
10190.0,95732.7344
10192.0,95867.4141
10194.0,95804.2734
10196.0,95818.6484
10198.0,95502.7188
10200.0,95608.8203
10202.0,95929.4844
10204.0,95542.7734
10206.0,95332.9609
10208.0,95825.1719
10210.0,95768.4297
10212.0,96126.9531
10214.0,95752.0078
10216.0,95465.2422
10218.0,95836.3125
10220.0,95414.2422
10222.0,95447.2734
10224.0,95683.6094
10226.0,95177.75
10228.0,95709.2891
10230.0,95694.4219
10232.0,95613.6875
10234.0,96127.2422
10236.0,95893.0781
10238.0,95853.8125
10240.0,95505.2969
10242.0,96040.4766
10244.0,95501.8672
10246.0,95852.4844
10248.0,95949.7812
10250.0,96022.7734
10252.0,95573.1875
10254.0,95217.2734
10256.0,95846.4453
10258.0,95305.5547
10260.0,95548.8125
10262.0,95264.7266
10264.0,95527.3359
10266.0,95752.3203
10268.0,95819.8906
10270.0,96081.4531
10272.0,95785.7344
10274.0,95802.3594
10276.0,95760.1719
10278.0,95418.1406
10280.0,95775.3516
10282.0,95517.0625
10284.0,95791.3828
10286.0,95525.2109
