Time (ps),PRES
20.2,-280.4
20.4,-189.1
20.6,-268.6
20.8,-238.0
21.0,-182.0
21.2,-205.9
21.4,-220.8
21.6,-184.1
21.8,2.8
22.0,-169.6
22.2,-334.1
22.4,-31.8
22.6,-99.1
22.8,-174.4
23.0,34.5
23.2,-32.4
23.4,18.4
23.6,-69.8
23.8,-109.1
24.0,-128.5
24.2,-132.9
24.4,-148.9
24.6,-18.8
24.8,-215.4
25.0,-28.7
25.2,-230.1
25.4,-86.2
25.6,12.4
25.8,-51.4
26.0,-137.7
26.2,-183.1
26.4,1.5
26.6,-208.0
26.8,-62.5
27.0,-119.6
27.2,-169.7
27.4,-150.0
27.6,-130.7
27.8,-248.7
28.0,-148.0
28.2,-162.9
28.4,-206.7
28.6,-61.7
28.8,-87.8
29.0,-320.3
29.2,-188.9
29.4,-118.1
29.6,-330.3
29.8,-138.7
30.0,-222.7
30.2,-297.2
30.4,-51.3
30.6,-144.0
30.8,-41.3
31.0,-133.5
31.2,-316.1
31.4,-23.8
31.6,-301.6
31.8,-160.3
32.0,-131.9
32.2,-249.1
32.4,-301.8
32.6,-168.5
32.8,99.3
33.0,-55.9
33.2,-287.1
33.4,-62.1
33.6,-231.9
33.8,-105.8
34.0,-53.2
34.2,-149.1
34.4,72.0
34.6,-296.3
34.8,-339.4
35.0,-394.6
35.2,-55.9
35.4,-166.2
35.6,-264.2
35.8,-413.1
36.0,-132.2
36.2,-131.1
36.4,-170.1
36.6,-390.8
36.8,-361.9
37.0,-165.1
37.2,-361.5
37.4,-236.4
37.6,-343.6
37.8,-122.5
38.0,-297.9
38.2,-211.1
38.4,-284.5
38.6,-342.7
38.8,-304.9
39.0,-350.8
39.2,-695.5
39.4,-143.1
39.6,-285.3
39.8,-272.2
40.0,-293.0
40.2,-230.8
40.4,-566.0
40.6,-574.6
40.8,-431.7
41.0,-394.0
41.2,-190.7
41.4,-515.9
41.6,-456.9
41.8,-221.4
42.0,-456.1
42.2,-451.4
42.4,-270.7
42.6,-293.3
42.8,-541.8
43.0,-402.7
43.2,-135.2
43.4,-344.7
43.6,-454.8
43.8,-374.9
44.0,-378.5
44.2,-354.8
44.4,-550.0
44.6,-194.5
44.8,-299.1
45.0,-352.5
45.2,-464.7
45.4,-82.6
45.6,-165.9
45.8,-432.0
46.0,-331.9
46.2,-259.3
46.4,-283.0
46.6,18.7
46.8,-252.0
47.0,-225.2
47.2,-187.6
47.4,-151.0
47.6,-57.9
47.8,66.8
48.0,-30.5
48.2,56.0
48.4,-147.9
48.6,15.9
48.8,-95.5
49.0,184.3
49.2,172.3
49.4,-229.3
49.6,-66.0
49.8,-181.9
50.0,117.9
50.2,1.2
50.4,157.7
50.6,-88.7
50.8,68.4
51.0,-104.0
51.2,-22.4
51.4,-49.3
51.6,19.7
51.8,-139.4
52.0,-184.1
52.2,193.6
52.4,-11.7
52.6,-113.7
52.8,92.9
53.0,2.4
53.2,-160.1
53.4,111.0
53.6,181.6
53.8,190.6
54.0,-171.7
54.2,-62.3
54.4,-19.8
54.6,69.8
54.8,21.5
55.0,1.7
55.2,-45.0
55.4,-107.1
55.6,-48.0
55.8,21.9
56.0,-232.9
56.2,229.4
56.4,-159.5
56.6,-8.7
56.8,155.2
57.0,-49.0
57.2,149.6
57.4,-42.8
57.6,-20.0
57.8,178.3
58.0,-37.3
58.2,113.8
58.4,10.6
58.6,112.6
58.8,43.1
59.0,70.0
59.2,94.0
59.4,90.9
59.6,-118.4
59.8,8.2
60.0,-93.9
60.2,-2.5
60.4,-163.5
60.6,-17.9
60.8,-142.3
61.0,-36.6
61.2,-41.9
61.4,-269.9
61.6,58.7
61.8,131.9
62.0,-34.4
62.2,42.4
62.4,3.9
62.6,76.2
62.8,-69.1
63.0,-175.5
63.2,-194.7
63.4,-42.3
63.6,-95.3
63.8,80.2
64.0,-68.3
64.2,9.2
64.4,134.2
64.6,8.7
64.8,-58.5
65.0,0.1
65.2,110.1
65.4,33.2
65.6,-41.1
65.8,-31.5
66.0,3.5
66.2,50.8
66.4,178.2
66.6,26.6
66.8,-6.4
67.0,25.0
67.2,32.3
67.4,87.7
67.6,-125.1
67.8,-98.3
68.0,-13.6
68.2,-195.2
68.4,-120.6
68.6,34.8
68.8,-81.4
69.0,270.2
69.2,-40.1
69.4,127.9
69.6,19.3
69.8,-57.8
70.0,211.1
70.2,-73.9
70.4,19.3
70.6,-262.3
70.8,163.9
71.0,-78.0
71.2,-79.4
71.4,80.6
71.6,13.4
71.8,19.5
72.0,-39.6
72.2,68.3
72.4,-113.1
72.6,-5.0
72.8,-18.1
73.0,-137.5
73.2,43.3
73.4,-119.4
73.6,-37.2
73.8,55.2
74.0,-70.4
74.2,217.5
74.4,141.9
74.6,-153.9
74.8,79.7
75.0,-31.3
75.2,210.0
75.4,194.8
75.6,86.5
75.8,-210.0
76.0,-52.9
76.2,-96.1
76.4,155.3
76.6,30.4
76.8,105.4
77.0,68.6
77.2,-25.8
77.4,92.8
77.6,196.5
77.8,-233.6
78.0,-28.5
78.2,-114.7
78.4,-87.8
78.6,71.4
78.8,-65.0
79.0,-128.9
79.2,77.2
79.4,-201.7
79.6,-42.9
79.8,1.9
80.0,84.1
80.2,-65.4
80.4,-16.6
80.6,-90.1
80.8,183.9
81.0,147.9
81.2,-70.9
81.4,171.0
81.6,38.5
81.8,76.6
82.0,141.2
82.2,-90.8
82.4,188.8
82.6,-73.1
82.8,27.6
83.0,-17.1
83.2,138.3
83.4,-332.6
83.6,81.9
83.8,-176.8
84.0,44.8
84.2,150.4
84.4,-89.3
84.6,61.7
84.8,50.9
85.0,229.0
85.2,-36.3
85.4,328.6
85.6,39.8
85.8,-120.8
86.0,-165.6
86.2,45.8
86.4,-83.2
86.6,-121.8
86.8,-112.5
87.0,-369.6
87.2,116.9
87.4,-140.4
87.6,100.7
87.8,-6.6
88.0,171.6
88.2,63.5
88.4,-205.6
88.6,-223.7
88.8,31.8
89.0,-75.2
89.2,77.6
89.4,145.9
89.6,-15.2
89.8,89.1
90.0,-58.7
90.2,-151.2
90.4,15.2
90.6,-161.0
90.8,327.4
91.0,-75.2
91.2,75.5
91.4,-101.7
91.6,0.2
91.8,-68.1
92.0,107.4
92.2,-242.2
92.4,2.5
92.6,244.8
92.8,-200.2
93.0,30.6
93.2,162.2
93.4,-88.4
93.6,148.9
93.8,118.5
94.0,-7.1
94.2,52.2
94.4,-23.4
94.6,38.4
94.8,-1.6
95.0,-208.3
95.2,-52.0
95.4,140.5
95.6,-32.6
95.8,23.8
96.0,111.3
96.2,-2.7
96.4,-329.1
96.6,-167.4
96.8,106.0
97.0,4.7
97.2,-44.4
97.4,-25.2
97.6,102.9
97.8,7.7
98.0,35.2
98.2,158.9
98.4,-167.9
98.6,122.4
98.8,-1.8
99.0,140.4
99.2,37.9
99.4,27.9
99.6,-54.4
99.8,29.1
100.0,-2.3
100.2,-29.1
100.4,39.4
100.6,52.5
100.8,-18.8
101.0,-181.0
101.2,226.3
101.4,136.8
101.6,-31.8
101.8,171.8
102.0,-6.0
102.2,131.3
102.4,-202.6
102.6,96.3
102.8,114.3
103.0,45.4
103.2,39.8
103.4,-187.4
103.6,-20.7
103.8,6.3
104.0,-121.7
104.2,-138.8
104.4,256.5
104.6,-121.2
104.8,62.1
105.0,-55.3
105.2,24.2
105.4,146.1
105.6,-120.6
105.8,169.4
106.0,20.8
106.2,-32.7
106.4,-180.9
106.6,136.8
106.8,-31.8
107.0,-39.3
107.2,6.3
107.4,-26.9
107.6,-28.4
107.8,152.2
108.0,-66.5
108.2,-176.3
108.4,55.3
108.6,23.5
108.8,79.8
109.0,-9.0
109.2,121.6
109.4,-66.2
109.6,-23.7
109.8,161.1
110.0,-69.5
110.2,-80.4
110.4,-0.3
110.6,-84.7
110.8,79.0
111.0,-22.0
111.2,-45.6
111.4,121.8
111.6,-40.0
111.8,106.3
112.0,-190.4
112.2,-88.0
112.4,117.8
112.6,-233.7
112.8,45.8
113.0,12.1
113.2,-101.2
113.4,260.4
113.6,163.5
113.8,-60.6
114.0,-136.3
114.2,334.1
114.4,47.5
114.6,35.4
114.8,26.7
115.0,140.2
115.2,145.6
115.4,-2.9
115.6,-154.1
115.8,261.8
116.0,-47.9
116.2,31.1
116.4,-79.8
116.6,-146.7
