Time (ps),TEMP
102.0,300.27
104.0,301.0
106.0,300.22
108.0,300.04
110.0,300.9
112.0,299.76
114.0,299.79
116.0,299.88
118.0,301.09
120.0,301.18
122.0,300.47
124.0,300.17
126.0,300.31
128.0,299.36
130.0,299.53
132.0,300.03
134.0,300.33
136.0,299.25
138.0,301.46
140.0,301.35
142.0,300.23
144.0,301.99
146.0,298.86
148.0,301.37
150.0,300.2
152.0,301.33
154.0,300.4
156.0,298.36
158.0,298.57
160.0,299.47
162.0,299.51
164.0,299.28
166.0,300.74
168.0,301.22
170.0,300.44
172.0,301.06
174.0,299.89
176.0,300.45
178.0,299.2
180.0,300.85
182.0,299.53
184.0,300.89
186.0,299.51
188.0,299.92
190.0,298.63
192.0,299.77
194.0,300.13
196.0,300.49
198.0,300.71
200.0,299.93
202.0,298.97
204.0,300.58
206.0,300.04
208.0,300.05
210.0,300.45
212.0,300.27
214.0,300.35
216.0,299.22
218.0,301.08
220.0,299.5
222.0,298.83
224.0,299.17
226.0,299.42
228.0,299.67
230.0,300.98
232.0,299.62
234.0,300.76
236.0,299.84
238.0,299.75
240.0,300.63
242.0,299.45
244.0,298.66
246.0,300.58
248.0,299.98
250.0,301.05
252.0,300.24
254.0,300.94
256.0,299.39
258.0,299.02
260.0,298.97
262.0,299.43
264.0,301.06
266.0,300.39
268.0,300.66
270.0,299.88
272.0,298.88
274.0,301.05
276.0,301.27
278.0,300.13
280.0,299.07
282.0,300.28
284.0,299.55
286.0,299.82
288.0,300.79
290.0,299.42
292.0,299.99
294.0,298.05
296.0,300.28
298.0,301.18
300.0,300.52
302.0,299.71
304.0,298.78
306.0,300.68
308.0,300.57
310.0,298.7
312.0,300.06
314.0,300.91
316.0,300.56
318.0,299.53
320.0,301.24
322.0,300.28
324.0,299.43
326.0,299.6
328.0,301.23
330.0,299.42
332.0,298.17
334.0,299.63
336.0,301.67
338.0,300.17
340.0,301.08
342.0,299.9
344.0,300.01
346.0,299.87
348.0,300.46
350.0,298.16
352.0,300.85
354.0,300.21
356.0,301.05
358.0,299.08
360.0,299.23
362.0,299.78
364.0,300.37
366.0,299.66
368.0,300.1
370.0,300.08
372.0,298.57
374.0,299.73
376.0,302.15
378.0,300.42
380.0,300.47
382.0,300.13
384.0,298.85
386.0,299.46
388.0,298.27
390.0,300.24
392.0,299.68
394.0,299.2
396.0,301.01
398.0,298.97
400.0,300.21
402.0,301.29
404.0,300.21
406.0,299.41
408.0,300.56
410.0,299.78
412.0,300.7
414.0,300.34
416.0,300.52
418.0,300.17
420.0,299.92
422.0,301.02
424.0,299.36
426.0,298.55
428.0,298.11
430.0,299.57
432.0,299.72
434.0,299.63
436.0,299.59
438.0,299.37
440.0,299.72
442.0,299.91
444.0,300.14
446.0,299.97
448.0,297.51
450.0,299.11
452.0,300.35
454.0,300.53
456.0,300.28
458.0,300.77
460.0,299.23
462.0,299.08
464.0,300.79
466.0,300.19
468.0,299.09
470.0,300.2
472.0,299.07
474.0,299.97
476.0,300.96
478.0,299.69
480.0,299.96
482.0,297.83
484.0,301.0
486.0,299.69
488.0,300.68
490.0,300.62
492.0,301.09
494.0,300.0
496.0,299.6
498.0,299.75
500.0,301.83
502.0,300.38
504.0,300.37
506.0,299.18
508.0,298.6
510.0,300.33
512.0,298.87
514.0,299.41
516.0,300.64
518.0,300.1
520.0,300.21
522.0,300.47
524.0,299.26
526.0,300.25
528.0,299.82
530.0,299.98
532.0,300.48
534.0,298.85
536.0,301.2
538.0,300.23
540.0,300.94
542.0,299.29
544.0,298.88
546.0,299.93
548.0,300.37
550.0,300.89
552.0,300.77
554.0,301.81
556.0,299.75
558.0,299.63
560.0,299.84
562.0,300.61
564.0,300.93
566.0,298.29
568.0,300.66
570.0,300.23
572.0,299.13
574.0,300.49
576.0,299.83
578.0,300.85
580.0,299.65
582.0,299.95
584.0,299.53
586.0,301.8
588.0,300.62
590.0,299.27
592.0,300.24
594.0,299.73
596.0,298.52
598.0,299.58
600.0,301.21
602.0,299.41
604.0,299.62
606.0,299.66
608.0,300.83
610.0,298.55
612.0,299.35
614.0,298.95
616.0,300.14
618.0,300.6
620.0,300.1
622.0,299.89
624.0,297.73
626.0,301.22
628.0,299.98
630.0,299.38
632.0,299.42
634.0,299.9
636.0,299.32
638.0,299.69
640.0,300.66
642.0,299.45
644.0,300.55
646.0,300.23
648.0,300.13
650.0,300.52
652.0,298.45
654.0,300.06
656.0,298.45
658.0,300.86
660.0,298.62
662.0,300.85
664.0,299.44
666.0,299.82
668.0,299.87
670.0,301.13
672.0,299.98
674.0,300.09
676.0,300.25
678.0,301.2
680.0,299.88
682.0,301.55
684.0,299.9
686.0,300.48
688.0,299.5
690.0,299.88
692.0,299.58
694.0,300.11
696.0,301.7
698.0,300.38
700.0,300.51
702.0,300.39
704.0,300.56
706.0,300.28
708.0,299.11
710.0,299.46
712.0,301.34
714.0,301.86
716.0,299.99
718.0,299.23
720.0,299.09
722.0,299.28
724.0,300.42
726.0,300.19
728.0,299.64
730.0,299.59
732.0,300.81
734.0,300.09
736.0,299.55
738.0,300.22
740.0,300.36
742.0,299.74
744.0,299.19
746.0,299.71
748.0,299.44
750.0,300.12
752.0,299.96
754.0,301.01
756.0,299.82
758.0,300.07
760.0,299.74
762.0,299.71
764.0,299.08
766.0,300.31
768.0,299.89
770.0,300.14
772.0,299.51
774.0,298.78
776.0,300.59
778.0,299.38
780.0,299.4
782.0,299.98
784.0,298.48
786.0,298.72
788.0,300.85
790.0,300.44
792.0,299.71
794.0,299.24
796.0,300.46
798.0,299.22
800.0,300.91
802.0,298.73
804.0,299.58
806.0,298.75
808.0,300.22
810.0,299.23
812.0,300.63
814.0,299.65
816.0,299.42
818.0,300.3
820.0,299.88
822.0,300.24
824.0,299.67
826.0,301.73
828.0,301.19
830.0,299.61
832.0,299.98
834.0,299.76
836.0,300.7
838.0,300.32
840.0,300.02
842.0,299.53
844.0,300.3
846.0,299.73
848.0,299.98
850.0,299.95
852.0,300.71
854.0,299.16
856.0,301.96
858.0,299.79
860.0,300.17
862.0,299.65
864.0,298.88
866.0,300.33
868.0,300.04
870.0,301.86
872.0,299.76
874.0,299.12
876.0,299.28
878.0,300.4
