Time (ps),Radius of gyration (A)
0.0,31.05740252336591
20.0,31.059178445121184
40.0,31.050111309256177
60.0,31.056582403463644
80.0,31.04883245488768
100.0,31.03439683846349
120.0,31.053133943970955
140.0,31.073985649676516
160.0,31.050900080957152
180.0,31.051986219012527
200.0,31.053222772972482
220.0,31.062730818349994
240.0,31.0164226520034
260.0,31.07928893788912
280.0,31.044433489567638
300.0,31.017618813151106
320.0,31.0572326448109
340.0,31.03788998404691
360.0,31.03892453010914
380.0,31.07538868621465
400.0,31.057283573875385
420.0,31.041441206486287
440.0,31.035531119090294
460.0,31.07394550627437
480.0,31.060863196071406
500.0,31.027083404819926
520.0,31.04686074727563
540.0,31.047269353416635
560.0,31.00407415795919
580.0,31.05295903632503
600.0,31.07073213781191
620.0,31.044289156993937
640.0,31.055496234316486
660.0,31.031688842736365
680.0,31.05798987183833
700.0,31.089812538945463
720.0,31.030018613521253
740.0,31.057241742550147
760.0,31.067408953221193
780.0,31.034427795919132
800.0,31.04343738549037
820.0,31.084455553732706
840.0,31.03516254906735
860.0,31.030608957726496
880.0,31.060226430935344
900.0,31.04946078192699
920.0,31.04788156665317
940.0,31.0493933791924
960.0,31.06533655986736
980.0,31.050755051123957
1000.0,31.066133891792944
1020.0,31.047474690748032
1040.0,31.049504109082125
1060.0,31.018747253279933
1080.0,31.03296648888145
1100.0,31.0295901791693
1120.0,31.039368375627177
1140.0,31.0622035664857
1160.0,31.01804205884853
1180.0,31.038949937002975
1200.0,31.01213811831294
1220.0,31.011799124362156
1240.0,31.033856856414936
1260.0,31.027473079835907
1280.0,31.077995574751906
1300.0,31.046809250089844
1320.0,31.00852585681722
1340.0,31.06418213070409
1360.0,31.02455576293795
1380.0,31.07421383038247
1400.0,31.04122581264275
1420.0,31.044156283045215
1440.0,31.03123409263467
1460.0,31.059562228333284
1480.0,31.037428662181696
1500.0,31.046074247845123
1520.0,31.063552371211244
1540.0,31.056863422159527
1560.0,31.04772403563257
1580.0,31.061530857046275
1600.0,31.08003213704544
1620.0,31.06447426349747
1640.0,31.063052865827046
1660.0,31.084170151267244
1680.0,31.055428958219466
1700.0,31.073729809157562
1720.0,31.06495064907002
1740.0,31.061369079251158
1760.0,31.071542730834533
1780.0,31.038299091289964
1800.0,31.083611487746666
1820.0,31.0448544780609
1840.0,31.063669870229784
1860.0,31.04211450831871
1880.0,31.044582827752667
1900.0,31.03786434926247
1920.0,31.04024131616409
1940.0,31.02988522522035
1960.0,31.069018700432633
1980.0,31.059369754138082
2000.0,31.052317224549512
2020.0,31.051292962128695
2040.0,31.064363414443214
2060.0,31.10659068931439
2080.0,31.08973503315518
2100.0,31.0698013836854
2120.0,31.044533885924256
2140.0,31.044069737264515
2160.0,31.074223358582525
2180.0,31.063081421457397
2200.0,31.06317426890688
2220.0,31.032369504688315
2240.0,31.074389961927544
2260.0,31.04285875638261
2280.0,31.032236185231454
2300.0,31.073360235633512
2320.0,31.07050660425607
2340.0,31.09898246821526
2360.0,31.064260417611557
2380.0,31.073812372089268
2400.0,31.066661237419083
2420.0,31.06415578252109
2440.0,31.029446127416172
2460.0,31.06712636171398
2480.0,31.056277707372235
2500.0,31.06711532566368
2520.0,31.07045961582834
2540.0,31.03369905337485
2560.0,31.0337037713424
2580.0,31.01801366817598
2600.0,31.09185278653643
2620.0,31.04248500071463
2640.0,31.044521209937788
2660.0,31.04749332844881
2680.0,31.021689652935926
2700.0,31.029408509968203
2720.0,31.033114038511425
2740.0,31.017352071854567
2760.0,31.04644496872559
2780.0,31.043037428595767
2800.0,31.047927658415155
2820.0,31.035866771800688
2840.0,31.016642543184087
2860.0,31.05732717295219
2880.0,31.053976617185317
2900.0,31.031276295044872
2920.0,31.071939138452493
2940.0,31.043957014414897
2960.0,31.060512771242678
2980.0,31.055297000210285
3000.0,31.05999280721391
3020.0,31.020598584550637
3040.0,31.070500526371582
3060.0,31.0376596899354
3080.0,31.0677497054945
3100.0,31.0540090207617
3120.0,31.075711521477313
3140.0,31.095243093340976
3160.0,31.064578729041337
3180.0,31.069161805150245
3200.0,31.05770211032538
3220.0,31.061320258046692
3240.0,31.081914093893943
3260.0,31.095959230148583
3280.0,31.070831691716677
3300.0,31.04451604599182
3320.0,31.106053383719615
3340.0,31.06040821326348
3360.0,31.078838553125895
3380.0,31.08198398451413
3400.0,31.088051979947924
3420.0,31.07278122310518
3440.0,31.09798722672085
3460.0,31.026600170730703
3480.0,31.064872108487
3500.0,31.04800179638646
3520.0,31.04405928199643
3540.0,31.025535354114822
3560.0,31.082046566101894
3580.0,31.07294528504695
3600.0,31.04689771666506
3620.0,31.07191186619242
3640.0,31.10234908312505
3660.0,31.069657960634324
3680.0,31.079507041927794
3700.0,31.082514290678983
3720.0,31.072505115832147
3740.0,31.06585964589154
3760.0,31.043989319337403
3780.0,31.06140612403706
3800.0,31.07552992857732
3820.0,31.05171085603399
3840.0,31.05835378965309
3860.0,31.084736154654028
3880.0,31.104920322824498
3900.0,31.053423541932144
3920.0,31.051565372227476
3940.0,31.062625053886872
3960.0,31.048246179757275
3980.0,31.06732868793803
4000.0,31.050294077588646
4020.0,31.041046697432837
4040.0,31.078802962350597
4060.0,31.029919863767756
4080.0,31.054338784884433
4100.0,31.04922822208751
4120.0,31.014505604913307
4140.0,31.092762837498878
4160.0,31.046837149654053
4180.0,31.011487134397814
4200.0,31.026785336577312
4220.0,31.048131388173093
4240.0,31.062872857081203
4260.0,31.06554446048467
4280.0,31.044471819516264
4300.0,31.061719758308183
4320.0,31.06806784610863
4340.0,31.053358095257458
4360.0,31.037012142283903
4380.0,31.038855750938637
4400.0,31.049766160175935
4420.0,31.07674985537134
4440.0,31.06667889610941
4460.0,31.070056565493047
4480.0,31.05436753596589
4500.0,31.073237293684702
4520.0,31.090014956024522
4540.0,31.074715075846232
4560.0,31.09833511817591
4580.0,31.050917034807608
4600.0,31.094026478644004
4620.0,31.043861464091833
4640.0,31.013983981008064
4660.0,31.040039905168403
4680.0,31.050249431386206
4700.0,31.070217507036734
4720.0,31.06839141338784
4740.0,31.0474367795529
4760.0,31.043238107880427
4780.0,31.08956239133999
4800.0,31.027165492023077
4820.0,31.060939887369553
4840.0,31.06978353798237
4860.0,31.04284652788223
4880.0,31.079228123040075
4900.0,31.06939972229826
4920.0,31.057822737199594
4940.0,31.071041286363055
4960.0,31.04917061550252
4980.0,31.085118572420473
5000.0,31.07184760468454
5020.0,31.06402620175605
5040.0,31.02157881670611
5060.0,31.075456884107627
5080.0,31.065149808903804
5100.0,31.079947548595868
5120.0,31.070915661530545
5140.0,31.073302579283073
5160.0,31.069088485117117
5180.0,31.057713439879297
5200.0,31.0749147706592
5220.0,31.07747302100888
5240.0,31.048761739287915
5260.0,31.038939585128787
5280.0,31.071637829981217
5300.0,31.05531180628238
5320.0,31.05932038521249
5340.0,31.084280851240422
5360.0,31.06792760106576
5380.0,31.039960729552586
5400.0,31.025668688719747
5420.0,31.065263338167888
5440.0,31.074956190406304
5460.0,31.01920423082818
5480.0,31.038818599835427
5500.0,31.04965806457503
5520.0,31.04517794741694
5540.0,31.092889152549787
5560.0,31.048168997988544
5580.0,31.03428392072588
5600.0,31.05357282070234
5620.0,31.02052997823111
5640.0,31.04631809820877
5660.0,31.012751804585132
5680.0,31.06143504100305
5700.0,31.02962300433223
5720.0,31.059600515739277
5740.0,31.082759567606587
5760.0,31.063209080950724
5780.0,31.08745950895485
5800.0,31.03645555871145
5820.0,31.032900014933595
5840.0,31.03361808821083
5860.0,31.012330543155976
5880.0,31.031715951730032
5900.0,31.04470100539007
5920.0,31.057219447885007
5940.0,31.051951433124927
5960.0,31.02772624384906
5980.0,31.053303695498208
6000.0,31.053832403631596
6020.0,31.048880137972425
6040.0,31.04723198635282
6060.0,31.040736909219866
6080.0,31.031086709156117
6100.0,31.056905274447804
6120.0,31.04727013974116
6140.0,31.02945499001552
6160.0,31.046743410638403
6180.0,31.0433198463348
6200.0,31.091476406695886
6220.0,31.043112357254753
6240.0,31.02592277265943
6260.0,31.035928393583234
6280.0,31.029455027067698
6300.0,31.02971282087909
6320.0,31.070746750624075
6340.0,31.00618122657856
6360.0,31.0312062235316
6380.0,31.02457980151566
6400.0,31.018665183880604
6420.0,31.011614182329794
6440.0,31.05709358987011
6460.0,31.029088020812388
6480.0,31.035241324625208
6500.0,31.027479465611346
6520.0,31.035369628474328
6540.0,31.014243613670164
6560.0,31.01264473033127
6580.0,31.0463542750059
