Time (ps),Backbone RMSD ($\AA$)
0.0,8.523266196868067e-07
20.0,0.441357958926137
40.0,0.45342969810601874
60.0,0.4613756973114086
80.0,0.47153968571716914
100.0,0.45970818464757457
120.0,0.45578649564429263
140.0,0.45905232977997357
160.0,0.4804489866980653
180.0,0.4680564196919623
200.0,0.45894218395192743
220.0,0.4677146507944742
240.0,0.47549609597689574
260.0,0.46549261927089525
280.0,0.5006783849930446
300.0,0.4901535412840272
320.0,0.4799622751889068
340.0,0.49002171593725763
360.0,0.46243400286226777
380.0,0.46609278761495415
400.0,0.4553601204847123
420.0,0.47685128115511577
440.0,0.4983179676727044
460.0,0.4762392363597528
480.0,0.47687145935337344
500.0,0.47423285303104046
520.0,0.501242124329453
540.0,0.4848126757494858
560.0,0.4756657529462854
580.0,0.4766679127823473
600.0,0.5020065987568063
620.0,0.5018738841389672
640.0,0.49554856045018925
660.0,0.49671129777513695
680.0,0.49669370794491857
700.0,0.4843412197820204
720.0,0.4811998163120351
740.0,0.5027033754613787
760.0,0.49648561903667976
780.0,0.5097702899775894
800.0,0.4886885224122741
820.0,0.49290596431528594
840.0,0.49710464198047133
860.0,0.48063326898046066
880.0,0.48713874903192506
900.0,0.49492207691831375
920.0,0.5114697973128598
940.0,0.5029804077055735
960.0,0.5092504600954435
980.0,0.5221745218224894
1000.0,0.5180535474546119
1020.0,0.5114707031387884
1040.0,0.5137192468445566
1060.0,0.5260432364306079
1080.0,0.5073643655630472
1100.0,0.5094036007381969
1120.0,0.5114036187877917
1140.0,0.4965933251658687
1160.0,0.5147923537906378
1180.0,0.5091656767301984
1200.0,0.5366519000947876
1220.0,0.5317043848127317
1240.0,0.5268797322934432
1260.0,0.512814282156508
1280.0,0.5216382693813874
1300.0,0.5301395647522451
1320.0,0.5150503587008899
1340.0,0.5119739858989071
1360.0,0.5321022317445329
1380.0,0.5355447859762102
1400.0,0.5257668475220865
1420.0,0.5082135468244113
1440.0,0.5325407513171717
1460.0,0.5132969805089636
1480.0,0.5187035042631782
1500.0,0.503983494265718
1520.0,0.5169067040868158
1540.0,0.506871211192102
1560.0,0.52106796038977
1580.0,0.5269505571053574
1600.0,0.519877322595442
1620.0,0.5400052292792936
1640.0,0.5254814739210227
1660.0,0.5355472840434137
1680.0,0.5335391209769031
1700.0,0.514159918815456
1720.0,0.5244033493896563
1740.0,0.5172159208568521
1760.0,0.5222623609430379
1780.0,0.5335473720770643
1800.0,0.5295891571215121
1820.0,0.5544719053469682
1840.0,0.5373260849929081
1860.0,0.5402944549651157
1880.0,0.5449495487479644
1900.0,0.5314956214059758
1920.0,0.5177444787401405
1940.0,0.5425541296318841
1960.0,0.5558406892107349
1980.0,0.5345131185339508
2000.0,0.5611826821242726
2020.0,0.5328150145228501
2040.0,0.5392085747902382
2060.0,0.5457648249953837
2080.0,0.5500512803277045
2100.0,0.547552551304367
2120.0,0.5405202415343188
2140.0,0.552937550604883
2160.0,0.5524443962577041
2180.0,0.5636420109445128
2200.0,0.5435920262149715
2220.0,0.5716015043746329
2240.0,0.5667213830734751
2260.0,0.5517695147881223
2280.0,0.5541952734774549
2300.0,0.536227005176668
2320.0,0.5432640147483261
2340.0,0.5550268823303807
2360.0,0.5403645632244349
2380.0,0.5746226281522191
2400.0,0.5329607829594993
2420.0,0.5346936749209013
2440.0,0.585965401054426
2460.0,0.5463669519735678
2480.0,0.5657305038047015
2500.0,0.5399995623495747
2520.0,0.5433171060383797
2540.0,0.5656559513566518
2560.0,0.574293314293621
2580.0,0.5555023766817677
2600.0,0.5525195308977933
2620.0,0.5494883288293598
2640.0,0.5577810095647256
2660.0,0.5374674474914433
2680.0,0.5616836516628979
2700.0,0.5730494859553257
2720.0,0.5830041939890176
2740.0,0.5440355151099093
2760.0,0.5781135405670722
2780.0,0.5713321546389177
2800.0,0.5519288375715121
2820.0,0.5578383677160117
2840.0,0.5486642088392992
2860.0,0.5495643117758584
2880.0,0.5595841086703071
2900.0,0.5693861875885294
2920.0,0.5695730595193581
2940.0,0.5514948741191655
2960.0,0.5653529952034172
2980.0,0.5450076615094137
3000.0,0.5439016277896774
3020.0,0.5470361433806699
3040.0,0.5757542733681396
3060.0,0.5674570498538168
3080.0,0.5639470281910781
3100.0,0.5582917334401997
3120.0,0.5592094186505231
3140.0,0.55321356611593
3160.0,0.57124458651566
3180.0,0.5591871812614106
3200.0,0.5607792881051621
3220.0,0.5692484889951379
3240.0,0.5744457026603578
3260.0,0.5779274898930935
3280.0,0.5501292763843111
3300.0,0.5567150396574505
3320.0,0.5662331105273644
3340.0,0.571743967064272
3360.0,0.559709090628813
3380.0,0.5688867080311483
3400.0,0.5578138775038696
3420.0,0.5746421650750547
3440.0,0.5610167423135021
3460.0,0.5620644338260428
3480.0,0.563993894916593
3500.0,0.5554566635947854
3520.0,0.5748136795120097
3540.0,0.5654889950876733
3560.0,0.5718301976675697
3580.0,0.5797431427567262
3600.0,0.5656019660624471
3620.0,0.564502403933079
3640.0,0.5580954136018677
3660.0,0.55031972576593
3680.0,0.5642915240883855
3700.0,0.5500258654931783
3720.0,0.5391087764878961
3740.0,0.5456785927815252
3760.0,0.565910912068817
3780.0,0.5425697051577748
3800.0,0.5307863619923621
3820.0,0.5535370391253774
3840.0,0.5779789154736956
3860.0,0.5701983295145436
3880.0,0.5595634338276145
3900.0,0.5587605759313681
3920.0,0.5550519503725541
3940.0,0.5705768745669648
3960.0,0.5707420946829858
3980.0,0.5542506434631714
4000.0,0.5702745082863724
4020.0,0.5775139712218594
4040.0,0.571216945267074
4060.0,0.5944385507137252
4080.0,0.5736177447400377
4100.0,0.5637485793483721
4120.0,0.5703666086513672
4140.0,0.5620789455977617
4160.0,0.5821566245868437
4180.0,0.5638612130115841
4200.0,0.5660110063324624
4220.0,0.5552726228186002
4240.0,0.5740115997881992
4260.0,0.586981571110508
4280.0,0.5669719298300343
4300.0,0.5846007685812633
4320.0,0.5885057972792884
4340.0,0.5673104485267914
4360.0,0.5727604401989309
4380.0,0.5868147017946984
4400.0,0.5630877120048581
4420.0,0.5669243884162027
4440.0,0.583488104292592
4460.0,0.5759119366383489
4480.0,0.5563216131777838
4500.0,0.5622512248131926
4520.0,0.5861201564074775
4540.0,0.5636545425073008
4560.0,0.5865010238679912
4580.0,0.5606373145092548
4600.0,0.5876804073584226
4620.0,0.5791705555197146
4640.0,0.5910986593596035
4660.0,0.5745842045968698
4680.0,0.56351493176466
4700.0,0.5751935406115439
4720.0,0.5774408575147261
4740.0,0.5737320747486595
4760.0,0.5806067996360232
4780.0,0.5784524671223167
4800.0,0.5848787558334057
4820.0,0.5886518947783695
4840.0,0.5858179978523417
4860.0,0.5878145631394478
4880.0,0.5723115550937425
4900.0,0.5853322225035639
4920.0,0.5739423445313725
4940.0,0.5937710897369195
4960.0,0.5942120281960742
4980.0,0.6047731271165262
5000.0,0.6091370590753526
5020.0,0.5837226917289229
5040.0,0.572428954969275
5060.0,0.5842824861088958
5080.0,0.5699229527938919
5100.0,0.5996593636059775
5120.0,0.5948278133794577
5140.0,0.5779544965093592
5160.0,0.569177783163662
5180.0,0.5750579274868162
5200.0,0.5802165204652899
5220.0,0.598067529772834
5240.0,0.603289987524949
5260.0,0.5717083895090066
5280.0,0.5846373988719689
5300.0,0.5959771028058218
5320.0,0.5855989252632228
5340.0,0.5821708382250972
5360.0,0.5883878793064378
5380.0,0.5794827045627442
5400.0,0.5724944463801858
5420.0,0.5983825702324088
5440.0,0.5979010996079304
5460.0,0.5903241645332361
5480.0,0.5939148562565347
5500.0,0.5985444979623685
5520.0,0.5880839329621994
5540.0,0.569873297015239
5560.0,0.6053436328482626
5580.0,0.59758083083454
5600.0,0.6057995934165574
5620.0,0.5739238570952246
5640.0,0.5927447170220008
5660.0,0.5848659005841452
5680.0,0.5788378916467053
5700.0,0.5905437468601276
5720.0,0.5798658647731854
5740.0,0.5986661284373315
5760.0,0.6071558378106896
5780.0,0.611146530650015
5800.0,0.5882556170151646
5820.0,0.5914724409287772
5840.0,0.5859621269742257
5860.0,0.604901421387082
5880.0,0.5938577364224766
5900.0,0.6076097206189657
5920.0,0.5820752111990437
5940.0,0.6016158191737032
5960.0,0.6033957157607517
5980.0,0.5914157757463273
6000.0,0.5984906119469658
6020.0,0.5958795009917104
6040.0,0.5866795003913021
6060.0,0.5962912132014925
6080.0,0.6126602053875705
6100.0,0.5935468450819806
6120.0,0.613380877116605
6140.0,0.5905789999029855
6160.0,0.5949604347906795
6180.0,0.5951427719913096
6200.0,0.5701620153684618
6220.0,0.6089227756798324
6240.0,0.6017884206396787
6260.0,0.6005466087835765
6280.0,0.5787128167872558
6300.0,0.598021567116739
6320.0,0.6075339435744527
6340.0,0.6059954641182292
