Time (ps),PRES
20.2,-304.1
20.4,-221.1
20.6,-253.6
20.8,-220.5
21.0,-234.0
21.2,-186.6
21.4,-245.9
21.6,-115.1
21.8,-160.7
22.0,-30.3
22.2,-166.5
22.4,-80.7
22.6,-103.4
22.8,-51.4
23.0,-40.1
23.2,-186.0
23.4,-61.0
23.6,-112.2
23.8,-52.8
24.0,-102.8
24.2,-226.7
24.4,-171.2
24.6,-226.0
24.8,-197.0
25.0,-66.8
25.2,-181.9
25.4,-131.3
25.6,9.5
25.8,-96.5
26.0,-45.6
26.2,-233.1
26.4,-171.5
26.6,-124.4
26.8,-179.0
27.0,-68.9
27.2,-37.1
27.4,-67.7
27.6,-67.8
27.8,-68.5
28.0,-146.2
28.2,-135.7
28.4,-142.9
28.6,-66.4
28.8,-112.9
29.0,-113.4
29.2,-84.2
29.4,-129.0
29.6,-174.5
29.8,-185.9
30.0,-148.9
30.2,-133.5
30.4,-165.9
30.6,-82.7
30.8,-7.0
31.0,-55.3
31.2,-105.8
31.4,-80.0
31.6,-236.2
31.8,-114.0
32.0,-78.0
32.2,66.7
32.4,-97.5
32.6,91.4
32.8,-118.3
33.0,-184.6
33.2,-154.3
33.4,-125.5
33.6,-87.1
33.8,55.8
34.0,-77.8
34.2,62.4
34.4,-209.2
34.6,-187.5
34.8,77.1
35.0,-47.6
35.2,-208.5
35.4,-30.6
35.6,-134.5
35.8,-30.8
36.0,-146.5
36.2,-147.9
36.4,-47.2
36.6,-105.2
36.8,-82.9
37.0,-135.1
37.2,-60.5
37.4,-129.2
37.6,-6.9
37.8,-45.7
38.0,-70.7
38.2,-162.0
38.4,-68.8
38.6,-123.8
38.8,87.1
39.0,-61.7
39.2,-192.0
39.4,-199.4
39.6,-12.9
39.8,-60.8
40.0,-197.1
40.2,-54.4
40.4,-99.7
40.6,-115.3
40.8,-56.2
41.0,-123.7
41.2,-6.0
41.4,50.3
41.6,-154.3
41.8,-25.0
42.0,-128.8
42.2,-28.0
42.4,-17.4
42.6,-188.1
42.8,-30.9
43.0,-166.4
43.2,-144.1
43.4,-20.3
43.6,-18.8
43.8,-67.9
44.0,-12.8
44.2,-106.7
44.4,-19.6
44.6,-86.0
44.8,-45.1
45.0,-81.6
45.2,-119.2
45.4,-99.7
45.6,-237.0
45.8,35.6
46.0,-92.6
46.2,-232.0
46.4,-114.7
46.6,39.3
46.8,-153.7
47.0,-169.9
47.2,-191.3
47.4,-90.4
47.6,-29.6
47.8,22.8
48.0,-36.4
48.2,-95.5
48.4,-204.6
48.6,-180.4
48.8,-419.8
49.0,-110.4
49.2,-167.8
49.4,-76.4
49.6,-135.1
49.8,-176.5
50.0,-314.4
50.2,-101.3
50.4,-97.4
50.6,-196.1
50.8,-215.7
51.0,-183.2
51.2,-318.8
51.4,-225.3
51.6,-133.0
51.8,-128.1
52.0,148.1
52.2,-235.6
52.4,-15.3
52.6,-242.2
52.8,-105.3
53.0,-192.5
53.2,-219.1
53.4,-288.3
53.6,-15.6
53.8,-260.4
54.0,-212.3
54.2,-221.7
54.4,-253.1
54.6,-271.3
54.8,-236.9
55.0,-81.0
55.2,-91.6
55.4,-221.5
55.6,-183.2
55.8,-266.4
56.0,-133.0
56.2,-405.3
56.4,-241.8
56.6,-181.2
56.8,-139.9
57.0,-210.8
57.2,-235.6
57.4,-155.7
57.6,-217.2
57.8,-245.7
58.0,-292.3
58.2,-326.5
58.4,-416.6
58.6,-367.2
58.8,-352.9
59.0,-284.4
59.2,-533.4
59.4,-397.2
59.6,-416.5
59.8,-329.3
60.0,-407.9
60.2,-352.6
60.4,-330.0
60.6,-529.9
60.8,-414.5
61.0,-321.1
61.2,-416.2
61.4,-655.7
61.6,-357.4
61.8,-303.6
62.0,-453.9
62.2,-293.3
62.4,-292.0
62.6,-258.5
62.8,-195.8
63.0,-228.8
63.2,-263.6
63.4,-263.0
63.6,-313.7
63.8,20.7
64.0,-106.2
64.2,-53.6
64.4,-201.0
64.6,10.4
64.8,-163.5
65.0,-20.4
65.2,-97.1
65.4,-96.6
65.6,61.3
65.8,-170.1
66.0,-218.6
66.2,6.0
66.4,-28.1
66.6,-156.2
66.8,-159.1
67.0,-143.5
67.2,-83.1
67.4,-111.8
67.6,-50.4
67.8,-51.6
68.0,-14.8
68.2,46.9
68.4,-47.0
68.6,-59.2
68.8,-99.3
69.0,-4.5
69.2,-35.0
69.4,-145.1
69.6,-41.1
69.8,37.2
70.0,6.1
70.2,18.9
70.4,-154.3
70.6,-47.6
70.8,-29.9
71.0,-92.6
71.2,-6.5
71.4,-100.2
71.6,15.4
71.8,-38.1
72.0,31.3
72.2,-8.2
72.4,-129.7
72.6,47.2
72.8,76.5
73.0,-76.1
73.2,64.7
73.4,-112.6
73.6,117.2
73.8,25.2
74.0,-35.4
74.2,-1.6
74.4,-133.3
74.6,120.6
74.8,97.8
75.0,-76.1
75.2,13.4
75.4,99.5
75.6,-123.3
75.8,1.0
76.0,-80.3
76.2,-21.3
76.4,-29.3
76.6,-83.4
76.8,-51.0
77.0,-17.3
77.2,-64.8
77.4,82.8
