Time (ps),TEMP
10022.0,299.33
10024.0,300.85
10026.0,300.45
10028.0,301.04
10030.0,301.05
10032.0,300.35
10034.0,300.1
10036.0,299.68
10038.0,299.68
10040.0,299.88
10042.0,301.12
10044.0,300.44
10046.0,297.88
10048.0,300.76
10050.0,298.54
10052.0,298.73
10054.0,300.4
10056.0,299.02
10058.0,301.48
10060.0,300.04
10062.0,300.16
10064.0,300.22
10066.0,300.81
10068.0,298.46
10070.0,299.21
10072.0,299.99
10074.0,299.54
10076.0,300.2
10078.0,300.55
10080.0,300.32
10082.0,301.91
10084.0,299.71
10086.0,300.28
10088.0,298.67
10090.0,301.28
10092.0,301.55
10094.0,299.39
10096.0,299.8
10098.0,300.76
10100.0,300.97
10102.0,299.92
10104.0,299.69
10106.0,299.95
10108.0,299.06
10110.0,300.91
10112.0,298.73
10114.0,299.63
10116.0,299.15
10118.0,300.86
10120.0,300.17
10122.0,300.61
10124.0,301.71
10126.0,300.49
10128.0,301.46
10130.0,298.66
10132.0,299.59
10134.0,299.57
10136.0,299.4
10138.0,299.75
10140.0,300.3
10142.0,299.88
10144.0,300.63
10146.0,298.88
10148.0,300.01
10150.0,300.84
10152.0,298.5
10154.0,300.54
10156.0,299.49
10158.0,298.81
10160.0,300.84
10162.0,300.88
10164.0,300.41
10166.0,300.3
10168.0,299.04
10170.0,299.93
10172.0,300.09
10174.0,299.49
10176.0,300.32
10178.0,300.42
10180.0,297.95
10182.0,300.38
10184.0,299.66
10186.0,300.15
10188.0,300.22
10190.0,300.31
10192.0,300.73
10194.0,300.53
10196.0,300.58
10198.0,299.59
10200.0,299.92
10202.0,300.93
10204.0,299.71
10206.0,299.06
10208.0,300.6
10210.0,300.42
10212.0,301.55
10214.0,300.37
10216.0,299.47
10218.0,300.64
10220.0,299.31
10222.0,299.41
10224.0,300.16
10226.0,298.57
10228.0,300.24
10230.0,300.19
10232.0,299.94
10234.0,301.55
10236.0,300.81
10238.0,300.69
10240.0,299.6
10242.0,301.28
10244.0,299.59
10246.0,300.69
10248.0,300.99
10250.0,301.22
10252.0,299.81
10254.0,298.69
10256.0,300.67
10258.0,298.97
10260.0,299.73
10262.0,298.84
10264.0,299.67
10266.0,300.37
10268.0,300.58
10270.0,301.4
10272.0,300.48
10274.0,300.53
10276.0,300.4
10278.0,299.32
10280.0,300.44
10282.0,299.63
10284.0,300.49
10286.0,299.66
10288.0,300.04
10290.0,298.91
10292.0,299.93
10294.0,299.53
10296.0,300.69
10298.0,299.03
10300.0,300.39
10302.0,300.56
10304.0,299.36
10306.0,300.41
10308.0,302.12
10310.0,300.23
10312.0,301.0
10314.0,300.02
10316.0,299.9
10318.0,300.55
10320.0,301.47
10322.0,300.35
10324.0,299.82
10326.0,299.85
10328.0,298.62
10330.0,299.39
10332.0,299.53
10334.0,298.71
10336.0,297.09
10338.0,299.89
10340.0,299.09
10342.0,299.23
10344.0,299.21
10346.0,300.67
10348.0,300.81
10350.0,300.88
10352.0,300.69
10354.0,299.47
10356.0,300.86
10358.0,299.81
10360.0,299.94
10362.0,299.99
10364.0,299.85
10366.0,299.65
10368.0,299.29
10370.0,301.65
10372.0,299.99
10374.0,300.26
10376.0,300.81
10378.0,300.24
10380.0,300.97
10382.0,298.9
10384.0,298.84
10386.0,299.74
10388.0,300.22
10390.0,300.84
10392.0,301.12
10394.0,301.29
10396.0,300.69
10398.0,300.55
10400.0,300.04
10402.0,300.3
10404.0,300.17
10406.0,299.92
10408.0,300.21
10410.0,300.15
10412.0,301.26
10414.0,300.43
10416.0,299.75
10418.0,300.31
10420.0,300.03
10422.0,300.56
10424.0,299.87
10426.0,298.96
10428.0,299.31
10430.0,299.88
10432.0,299.72
10434.0,299.97
10436.0,299.32
10438.0,300.14
10440.0,299.74
10442.0,299.87
10444.0,300.11
10446.0,299.79
10448.0,299.7
10450.0,297.59
10452.0,299.37
10454.0,299.78
10456.0,298.54
10458.0,299.52
10460.0,300.71
10462.0,299.38
10464.0,300.52
10466.0,300.46
10468.0,299.73
10470.0,300.04
10472.0,299.46
10474.0,301.46
10476.0,298.97
10478.0,298.57
10480.0,300.1
10482.0,300.07
10484.0,298.78
10486.0,299.23
10488.0,300.94
10490.0,299.83
10492.0,299.27
10494.0,299.28
10496.0,299.88
10498.0,300.3
10500.0,299.63
10502.0,300.88
10504.0,300.82
10506.0,300.4
10508.0,300.94
10510.0,299.01
10512.0,300.11
10514.0,299.8
10516.0,299.57
10518.0,298.98
10520.0,300.36
10522.0,300.7
10524.0,300.7
10526.0,300.05
10528.0,300.88
10530.0,301.03
10532.0,300.72
10534.0,299.24
10536.0,299.32
10538.0,300.24
10540.0,299.27
10542.0,300.44
10544.0,300.18
10546.0,300.66
10548.0,299.88
10550.0,299.67
10552.0,298.38
10554.0,299.66
10556.0,300.31
10558.0,299.87
10560.0,301.15
10562.0,299.06
10564.0,300.8
10566.0,300.44
10568.0,300.7
10570.0,299.63
10572.0,300.63
10574.0,300.86
10576.0,301.17
10578.0,301.84
10580.0,300.37
10582.0,299.96
10584.0,299.65
10586.0,298.96
10588.0,300.22
10590.0,300.63
10592.0,299.11
10594.0,299.08
10596.0,300.95
10598.0,301.22
10600.0,300.78
10602.0,300.67
10604.0,300.34
10606.0,300.17
10608.0,301.63
10610.0,299.52
10612.0,300.78
10614.0,300.2
10616.0,300.23
10618.0,299.58
10620.0,300.37
10622.0,301.29
10624.0,300.65
10626.0,299.81
10628.0,301.21
10630.0,299.5
10632.0,301.36
10634.0,301.25
10636.0,300.12
10638.0,298.8
10640.0,299.41
10642.0,299.91
10644.0,301.23
10646.0,299.93
10648.0,300.32
10650.0,299.96
10652.0,299.4
10654.0,298.67
10656.0,299.85
10658.0,301.27
10660.0,300.23
10662.0,299.95
10664.0,299.99
10666.0,299.08
10668.0,300.1
10670.0,301.6
10672.0,299.42
10674.0,300.92
10676.0,301.67
10678.0,300.63
10680.0,299.55
10682.0,299.93
10684.0,297.87
10686.0,301.28
10688.0,299.04
10690.0,299.53
10692.0,301.2
10694.0,300.63
10696.0,301.67
10698.0,298.55
10700.0,300.83
10702.0,298.56
10704.0,300.83
10706.0,300.54
10708.0,300.19
10710.0,299.0
10712.0,301.58
10714.0,299.82
10716.0,300.6
10718.0,300.03
10720.0,298.68
10722.0,300.45
10724.0,298.4
10726.0,299.56
10728.0,299.63
10730.0,299.83
10732.0,300.94
10734.0,299.37
10736.0,299.54
10738.0,299.42
10740.0,300.48
10742.0,299.53
10744.0,300.67
10746.0,299.75
10748.0,300.22
10750.0,300.3
10752.0,299.71
10754.0,299.11
10756.0,300.68
10758.0,299.18
10760.0,301.65
10762.0,300.24
10764.0,299.44
10766.0,299.03
10768.0,298.97
10770.0,298.67
10772.0,298.49
10774.0,299.67
10776.0,299.81
10778.0,300.78
10780.0,299.85
10782.0,299.57
10784.0,299.69
10786.0,300.7
10788.0,300.7
10790.0,299.08
10792.0,299.21
10794.0,299.89
10796.0,300.31
10798.0,300.26
10800.0,300.85
10802.0,300.41
10804.0,299.74
10806.0,300.11
10808.0,298.67
10810.0,300.04
10812.0,300.45
10814.0,300.38
10816.0,299.46
10818.0,301.12
10820.0,300.56
10822.0,299.31
10824.0,300.02
10826.0,300.89
10828.0,300.14
10830.0,298.42
10832.0,300.02
10834.0,300.52
10836.0,300.28
10838.0,299.68
10840.0,300.41
10842.0,298.71
10844.0,299.42
10846.0,299.92
10848.0,300.13
10850.0,300.03
10852.0,299.71
10854.0,300.55
10856.0,300.29
10858.0,300.77
10860.0,299.47
10862.0,299.85
10864.0,300.66
10866.0,299.89
10868.0,300.13
10870.0,299.43
10872.0,299.17
10874.0,300.13
10876.0,299.51
10878.0,299.83
10880.0,300.76
10882.0,299.2
10884.0,299.53
10886.0,299.99
10888.0,299.57
10890.0,300.27
10892.0,300.0
10894.0,299.95
10896.0,300.06
10898.0,300.8
10900.0,299.66
10902.0,300.99
10904.0,299.7
10906.0,299.11
10908.0,300.03
10910.0,300.85
10912.0,300.5
10914.0,300.13
10916.0,299.66
10918.0,300.82
10920.0,299.41
10922.0,298.9
10924.0,300.01
