Time (ps),EPTOT
10022.0,-721364.88
10024.0,-720943.6067
10026.0,-721249.9906
10028.0,-720578.0395
10030.0,-720920.2915
10032.0,-721135.2571
10034.0,-720847.6388
10036.0,-721308.3571
10038.0,-720794.9128
10040.0,-720477.3338
10042.0,-721093.0103
10044.0,-721124.3058
10046.0,-721216.5198
10048.0,-721258.0344
10050.0,-720750.2614
10052.0,-720943.0027
10054.0,-720893.4325
10056.0,-720481.2213
10058.0,-721281.9914
10060.0,-721483.9352
10062.0,-721091.0078
10064.0,-721291.5535
10066.0,-720785.1997
10068.0,-721011.6845
10070.0,-721363.7433
10072.0,-721053.9962
10074.0,-721333.0455
10076.0,-721056.8839
10078.0,-720537.4024
10080.0,-721109.4066
10082.0,-720564.587
10084.0,-721070.5554
10086.0,-720916.4827
10088.0,-720863.6661
10090.0,-721160.5402
10092.0,-720983.8527
10094.0,-721409.8843
10096.0,-720748.0264
10098.0,-721129.3706
10100.0,-720727.8609
10102.0,-721164.9413
10104.0,-720829.7546
10106.0,-720848.3189
10108.0,-721006.8794
10110.0,-720714.5171
10112.0,-720623.1146
10114.0,-721095.4423
10116.0,-720874.0068
10118.0,-721227.9799
10120.0,-721304.8312
10122.0,-721216.5021
10124.0,-720954.7768
10126.0,-720408.1484
10128.0,-720887.2238
10130.0,-720950.2399
10132.0,-721417.7376
10134.0,-721223.3446
10136.0,-720936.808
10138.0,-720932.6172
10140.0,-720757.4728
10142.0,-720833.2133
10144.0,-720707.135
10146.0,-721020.0162
10148.0,-720783.6321
10150.0,-720983.8396
10152.0,-720571.4174
10154.0,-721257.2084
10156.0,-721247.3759
10158.0,-721047.5997
10160.0,-721127.5276
10162.0,-721139.5084
10164.0,-720691.4922
10166.0,-720971.127
10168.0,-721354.2733
10170.0,-720822.1713
10172.0,-721164.4289
10174.0,-721069.4912
10176.0,-721264.3507
10178.0,-721486.3389
10180.0,-721288.2269
10182.0,-720792.3286
10184.0,-721268.5265
10186.0,-721192.1657
10188.0,-721022.7399
10190.0,-721109.9718
10192.0,-720900.0645
10194.0,-721562.2875
10196.0,-720656.6662
10198.0,-721026.9203
10200.0,-720739.9321
10202.0,-720977.6288
10204.0,-720928.285
10206.0,-721196.5982
10208.0,-720935.2397
10210.0,-721010.6216
10212.0,-721381.2535
10214.0,-720692.5213
10216.0,-721398.2694
10218.0,-721293.0353
10220.0,-721120.5776
10222.0,-721401.7846
10224.0,-720861.1745
10226.0,-721031.6304
10228.0,-720520.5403
10230.0,-720725.4754
10232.0,-720575.3061
10234.0,-721223.124
10236.0,-721048.1918
10238.0,-721033.9544
10240.0,-721201.3777
10242.0,-721123.2524
10244.0,-720753.53
10246.0,-720308.0816
10248.0,-721083.473
10250.0,-721300.7736
10252.0,-720932.2473
10254.0,-721341.8739
10256.0,-721224.8748
10258.0,-721143.7385
10260.0,-721023.4849
10262.0,-721107.3688
10264.0,-721076.5679
10266.0,-720875.5623
10268.0,-720818.2324
10270.0,-720984.2015
10272.0,-721324.1838
10274.0,-721415.0534
10276.0,-721228.3811
10278.0,-720978.599
10280.0,-721290.4313
10282.0,-721240.848
10284.0,-720796.8119
10286.0,-721014.4666
10288.0,-721414.8231
10290.0,-721459.9116
10292.0,-720925.9664
10294.0,-720917.9591
10296.0,-721421.2491
10298.0,-721060.3761
10300.0,-720969.1568
10302.0,-721160.289
10304.0,-721213.3882
10306.0,-720762.0725
10308.0,-721194.043
10310.0,-720749.9676
10312.0,-720863.6417
10314.0,-721132.4571
10316.0,-721331.6513
10318.0,-720929.3385
10320.0,-721443.0315
10322.0,-721511.821
10324.0,-721016.7581
10326.0,-721226.5131
10328.0,-721375.979
10330.0,-721083.1169
10332.0,-721045.361
10334.0,-721164.3158
10336.0,-721373.0793
10338.0,-721101.1039
10340.0,-720977.9163
10342.0,-720954.5102
10344.0,-721310.1279
10346.0,-721162.0964
10348.0,-721414.9144
10350.0,-720960.5217
10352.0,-721299.0917
10354.0,-721129.8949
10356.0,-721055.7092
10358.0,-720788.3714
10360.0,-721074.3268
10362.0,-720877.8459
10364.0,-721181.6483
10366.0,-721493.9812
10368.0,-721031.9218
10370.0,-720860.4057
10372.0,-721246.1828
10374.0,-721195.4559
10376.0,-720832.0813
10378.0,-721075.643
10380.0,-721014.8131
10382.0,-721252.3481
10384.0,-721642.9212
10386.0,-721115.1326
10388.0,-721025.7072
10390.0,-721258.6707
10392.0,-721527.705
10394.0,-721479.5302
10396.0,-720799.5067
10398.0,-721152.9481
10400.0,-721258.2544
10402.0,-720747.1294
10404.0,-720879.6937
10406.0,-721246.5456
10408.0,-720663.804
10410.0,-721557.3577
10412.0,-721434.1676
10414.0,-720979.4649
10416.0,-721009.3484
10418.0,-721774.0998
10420.0,-721585.317
10422.0,-721118.9657
10424.0,-720803.9927
10426.0,-720768.0077
10428.0,-720971.1491
10430.0,-721001.8586
10432.0,-720979.8883
10434.0,-721213.7436
10436.0,-721603.5626
10438.0,-721074.8743
10440.0,-721235.9314
10442.0,-721131.8462
10444.0,-721110.5265
10446.0,-721041.8739
10448.0,-721435.5955
10450.0,-721336.6082
10452.0,-721402.6673
10454.0,-721135.7248
10456.0,-721235.0309
10458.0,-721508.4397
10460.0,-721742.6026
10462.0,-721083.7959
10464.0,-721234.7834
10466.0,-721604.1978
10468.0,-721542.8924
10470.0,-721307.7971
10472.0,-721532.7913
10474.0,-721209.303
10476.0,-721114.9823
10478.0,-721112.392
10480.0,-721014.7306
10482.0,-721458.5264
10484.0,-721917.5489
10486.0,-721403.1197
10488.0,-721018.6427
10490.0,-720876.4837
10492.0,-720934.5234
10494.0,-721154.2553
10496.0,-721094.4766
10498.0,-721027.4257
10500.0,-721196.5828
10502.0,-721250.597
10504.0,-721087.2416
10506.0,-721467.4145
10508.0,-721258.6815
10510.0,-721821.9263
10512.0,-721180.1354
10514.0,-721597.0954
10516.0,-721459.4643
10518.0,-720834.2693
10520.0,-720928.0923
10522.0,-721052.2739
10524.0,-721250.6906
10526.0,-721310.5338
10528.0,-720997.1968
10530.0,-720974.3692
10532.0,-721106.9464
10534.0,-720603.5091
10536.0,-721145.2538
10538.0,-721922.4906
10540.0,-721474.3986
10542.0,-721139.2816
10544.0,-721339.8206
10546.0,-721242.6517
10548.0,-721558.1641
10550.0,-721326.4716
10552.0,-721347.7141
10554.0,-721175.4411
10556.0,-721385.6402
10558.0,-721554.2899
10560.0,-721116.6383
10562.0,-721100.6623
10564.0,-721730.7102
10566.0,-720949.4205
10568.0,-721056.7588
10570.0,-721714.4565
10572.0,-721202.4311
10574.0,-720926.4703
10576.0,-721156.9752
10578.0,-721298.3394
10580.0,-721077.6218
10582.0,-721090.8153
10584.0,-720959.4659
10586.0,-721244.3426
10588.0,-721122.007
10590.0,-720817.6694
10592.0,-720705.5099
10594.0,-720969.2104
10596.0,-721580.4903
10598.0,-720903.0019
10600.0,-721301.0093
10602.0,-721436.9708
10604.0,-721038.4278
10606.0,-721027.7221
10608.0,-721024.655
10610.0,-721123.8185
10612.0,-721420.0921
10614.0,-720812.6016
